class,tweet
False,.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!
False,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar..."
False,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.
False,.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know
False,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
True,".@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch."
True,.@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.
True,1 baby Momma no bitch no wife like PAC u need a thug in ya life
True,1 good girl is worth 1000 hoes
True,1 loyal girl &gt; 1OO hoes
True,1 more day bitches!!!!
True,1 more game of 2k then I'm finish my new book ... John Grisham cold then a hoe
True,1 thang i know these bitches come n go so keep em out your bussiness
True,1 time for the lonely hoes watching #Scandal re runs
False,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that"
True,1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop
True,"1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the party don&#8217;t start 'til the drugs arrive #Loaded"
False,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
False,1-800-slap-a-hoe
True,"1. Pretty close &#8220;@Rosegoldracks: 0 trash ass nigga
@07Cannon: &#8220;@Rosegoldracks: Quote this and I'll guess your body count&#8221;&#8221;"
False,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?"""
True,100 days til Christmas bitches
True,100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches
True,100s 50s 20s yea I like my money in order bad Asian bitch yea she look just like Kemora
True,108 MIL RT @SooMajor: And its cause of Romo bitch ass Dez &amp; Witten not eating
True,"11/19 w/ @anjahlamarie - the depot 
12/19 - a pussyfootin xxxmas (hoe hoe hoe motherfucker santa claws is coming to town)"
False,12 oz arizona's trash
True,"12 was like ""Blocked bitch"" &#8220;@NoBeeetch: Don't start ""@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG""&#8221;"
True,"13% shy
65% bitch
22% homosexual"
False,1300 for the eggs sunny side nicca .. @EastsideDame
True,15. Did twitter ever get you pussy/dick
True,18 year old pussy tastes like hope.
True,18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;
True,187 how I'm killin these hoes
False,1996 and 1999 World Series Rematch: #Yankees #Braves
False,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG
True,1st game of Fall 7s.. finna kill some hoes
True,1wayhustle come get signed bitch we self paid.
False,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers
False,2 adult human skulls found in trash http://t.co/VcsNP9ejV9
True,"2 bad bitches, 3 glocks, 4 choppas"
True,2 beer queer
True,2 faced bitch
True,2 hoes 1 dyke
True,2 or 3 hoes for everything &#128527;&#128520;&#128526;
True,"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late"""
True,2 year starting on me on the street... so i put a fag out on him. #funnyguy
True,2+2 not knowing wtf it is bitch
True,2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches
True,"20k tweets hoe, I'd like to thank all my supportive fans &#9996;&#65039; more tweets to come."
True,21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.
False,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??
True,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I
True,270 on flappy bird suck my dick and lick my balls #swag
True,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
True,2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;
True,2k coaches are retarded who would put a 5'10 point guard at the 3 tho.
True,3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao
True,"3 things i cant stand while dealing with a bitch! 

A. HIT FEET
B. STANK ASS BREATH
C. SKANK ASS WAYS"
True,3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. #neverlovingsomeoneagain #dontneedanyone
True,3-0-0 bitches fuck wid me
False,30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
True,"300 bitch we hot, we done took flight !"
True,"35-11.

Touchdown with :28 on the clock.

Michigan some hoes."
True,"37- no, i dont like hoes"
True,4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao
True,"4 old hoes, a ponk, and a dyke outchea having ""girl talk"""
True,"4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase.."
False,"4&#8419;2&#8419;0&#8419;

moke up"
True,40 mins. Until that bitch drop
True,416 we know ya bitch @kendricklamar
True,4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.
True,4th and long bitches
False,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol"
True,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;
False,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!
False,5SOS is trash
False,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx"
True,5s are ugly thot bitch shoes
True,5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.
True,5thharmony user followed then unfollowed me what a prude ass hoe
True,"6' 217 on these hoes. I am not fat.

I'm big boned.

hehehehehe."
True,6:07 AM .. Bout to match up wit dis nicca #DonnyDinero
True,"7 pounds never fails to make me cry. Im not bitch, I just relate to it"
True,7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation
True,7:15 needs to hurry up . It's chilly in this bitch
True,8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this
True,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz"
False,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF
False,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT
True,90 percent yo bitch with me 100 percent that scrap with me
True,90% of niggas goofy and act like bitches
False,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9"
True,"934 8616
i got a missed call from yo bitch"
True,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite.."
False,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1
True,99 problems but a bitch ain't 1
True,99 problems but a bitch ain't one
False,":) ""@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes!"""
True,":/ well that sucks that Kobe is out now... he's still filthy, you can hate him all u want but if you dont have respect for him, ur retarded"
True,===&gt; RT @kylegotjokes: All good pussy comes with a price tag
True,@ me bitch
True,@ me tho &#8220;@_Mashphatrabbit: This bitch wants to be included so fuckin baldly bruh!!!!&#8221;
True,@ the chick who is gorgeous and so fine but her pussy stinks
True,@ the person who significant other a hoe and you the s/o cheating
True,@01TakesTheLead no bitch I had to use my whipers!!
False,@05235fd083ad408 hick yes
True,@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha
False,"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach"
True,@05proFESSOR I bet he's a Starbucks queer
True,@0beytheLAU @Huntermoore bitch you gross as fuck touchin them saggy titties
True,@0ddment I could fuck a bowl of graham cracker cereal
True,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
False,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...
True,@1000gramsBee bitch
True,@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb
True,@10x90 @fucktyler fugly loose hoe
False,"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections."
False,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
False,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus
False,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating
True,"@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying ""why you sitting there"" bitch #vote5sos"
True,@1Josh_Warwick3 @ashleyypat17 fag
True,@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.
True,@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;
False,@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.
False,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes"
True,@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!
True,"@1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?"
True,@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less
True,"@1SonofYahweh..they cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out"
True,@1Starflow &#128514;&#128514;&#128514; them bitches need a tan
True,@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh
True,@1stBlock_Rody pussy
True,@1stBlock_Rody yu ah hoe
False,@1usagrunt. I wonder what Charlie Brown would have to say about these days.
True,@2014samanthaKay good enough fag
True,@21Cvasquez little bitch your ass is getting tased when I get home
True,@22duces20 haha still a little bitch though &#128517;
True,@253hippy Bc she's a cunt hoe bag
False,@2ANow She looks like a plastic monkey doll!
True,@2LEGIT4that Lmao &#9995; Excuse me bitch?I am not Soundcloud
True,@2LEGIT4that go be cunt somewhere else
True,@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
True,@2sassymom so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.
True,@2trippymcneely if it's trash I'm kickin yo ass
False,@37738921 reminds me of Oreos lmao
True,@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie
True,@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.
True,@44BINKO ima act like I hit that hoe then pass it like I was earlier
True,@4C_Ryan fag rhymes with gag.
True,@5Dimes fuck you tony...you greaseball piece of shit-
True,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did..."
True,@808NoHeartBreak hoes
True,@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;
True,@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy
False,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole
False,@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day
False,@ACMobbDeep @madsbennett yeah I run over squirrels and coons
True,@AC_Hussle bitches are hoes don't be surprised
True,@AGreasyMonkey @Huntermoore faggot
True,"@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them"
False,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;
True,@ALaQuannD what you laughing at hoe
True,@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...
True,"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol.."
True,"@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass."
True,"@ASipOf_Mocha Dr. Phil, I'm having trouble figuring out what my fat ass wants to eat, where are the drinks and the bitches?"
False,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.
True,@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs
False,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again
True,@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense
True,@AaronKeplin shut up bitch
True,@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now
False,@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts
True,@AbrehamDadi no bitch
True,@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times
True,@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.
True,@AbstractLife yeah. can't lie tho spitting on a cop car right with their bitch ass in it feels damn good.
True,@AbusiveMen You're a fucking pussy
True,@AcaciaBrinley crusty hoe
True,@AceAlford_23 double up on this game bitch
True,"@AceHudsonJr bitches tryna take all my money, g."
True,"@AceWuzHere why you talking to me at 5, almost 6am. We ain&#8217;t friends, pussy."
False,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?
True,@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.
False,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue
